775599,372,235,1.843,418,275,1.619
817693,372,236,1.848,403,275,1.607
843030,372,237,1.859,389,276,1.619
867242,370,235,1.848,383,278,1.594
890462,372,233,1.826,374,279,1.59
915817,366,232,1.832,365,277,1.598
938098,366,235,1.854,357,277,1.624
961358,359,240,1.843,352,277,1.598
984943,359,241,1.815,345,276,1.624
1011331,358,241,1.854,332,275,1.624
1040602,369,235,1.848,327,275,1.632
1064106,358,241,1.837,315,273,1.663
1087947,356,242,1.843,312,275,1.668
1114767,356,240,1.837,307,273,1.677
1138269,369,240,1.837,307,273,1.672
1162505,368,240,1.832,307,273,1.668
1186140,357,240,1.81,307,273,1.668
1206720,356,243,1.826,308,273,1.654
1232021,354,241,1.821,310,273,1.663
1256556,356,242,1.815,312,275,1.645
1280854,358,241,1.81,315,273,1.645
1305194,358,240,1.826,321,275,1.624
1322951,358,240,1.843,321,275,1.632
1348196,359,239,1.848,332,275,1.607
1368757,358,241,1.826,342,276,1.607
1390591,358,239,1.865,346,276,1.603
1412092,360,240,1.815,354,277,1.603
1436787,366,235,1.871,360,277,1.607
1460280,372,235,1.865,375,279,1.594
1486119,369,235,1.832,383,278,1.611
1507973,372,233,1.832,391,277,1.582
1527501,372,233,1.843,391,277,1.598
1554999,371,236,1.837,403,277,1.603
1575268,369,236,1.843,403,276,1.619
1598798,371,235,1.843,405,277,1.611
1621268,371,236,1.837,403,275,1.611
1641647,371,234,1.837,400,277,1.615
1658510,371,234,1.854,400,277,1.603
1686155,370,233,1.865,391,277,1.611
1709086,370,234,1.837,376,278,1.586
1732925,366,235,1.815,365,277,1.582
1763865,360,242,1.826,354,277,1.59
1789137,359,240,1.848,345,277,1.607
1812307,358,241,1.854,332,275,1.603
1829506,358,241,1.859,332,275,1.619
1853592,356,241,1.837,325,275,1.624
1877706,359,240,1.81,315,273,1.65
1906709,356,243,1.815,310,273,1.659
1931520,356,241,1.815,310,273,1.65
1955409,356,242,1.821,310,273,1.65
1979113,356,243,1.815,312,275,1.637
2011788,356,243,1.821,312,275,1.641
2035219,358,241,1.821,315,273,1.645
2059888,356,240,1.837,321,277,1.615
2081746,356,239,1.826,324,275,1.624
2112129,358,241,1.848,334,276,1.603
2127446,358,241,1.826,334,276,1.624
2150254,359,240,1.848,342,277,1.611
2171553,359,240,1.843,348,277,1.615
2193944,366,236,1.837,357,277,1.594
2215885,366,236,1.837,366,277,1.59
2238226,370,234,1.826,375,278,1.586
2260925,372,236,1.826,383,278,1.598
2283969,372,235,1.81,391,277,1.603
2307597,369,235,1.837,405,277,1.611
2332929,372,232,1.848,411,275,1.607
2357615,375,236,1.837,429,273,1.632
2375483,375,236,1.837,429,273,1.619
2398753,372,234,1.821,318,273,1.743
2424352,371,236,1.81,322,272,1.734
2449718,368,236,1.805,322,272,1.729
2473470,371,236,1.799,322,274,1.729
2498243,371,236,1.815,322,272,1.729
2521829,369,234,1.81,318,273,1.743
2545221,372,235,1.832,430,274,1.619
2567459,372,234,1.843,425,275,1.619
2589704,372,236,1.832,415,277,1.615
2615724,371,234,1.854,411,275,1.59
2636827,371,235,1.848,405,276,1.598
2660216,371,236,1.843,394,276,1.598
2685234,370,238,1.837,386,278,1.578
2709640,369,236,1.854,383,278,1.603
2735995,370,232,1.826,374,278,1.59
2760000,360,241,1.821,354,277,1.582
2783549,359,239,1.837,348,276,1.578
2804805,359,240,1.843,345,277,1.598
2826326,361,241,1.784,334,277,1.615
2849486,358,240,1.821,328,275,1.628
2870863,356,240,1.832,318,277,1.611
2892739,356,242,1.821,315,275,1.637
2915377,355,242,1.81,315,275,1.628
2945057,355,242,1.815,315,275,1.637
2967122,358,242,1.799,315,275,1.637
2989465,356,241,1.815,315,274,1.632
3011198,358,241,1.799,318,275,1.632
3034269,356,240,1.805,322,277,1.611
3055115,358,240,1.821,329,275,1.607
3078604,359,239,1.832,334,276,1.603
3100218,359,239,1.826,340,277,1.607
3123671,357,241,1.826,351,277,1.619
3145461,367,237,1.854,365,280,1.582
3166744,369,234,1.837,374,278,1.582
3190602,369,237,1.821,382,281,1.578
3220736,371,237,1.832,389,278,1.594
3244818,371,234,1.821,406,275,1.594
3269555,372,234,1.854,408,275,1.598
3293961,371,233,1.843,416,275,1.611
3318844,374,234,1.843,422,275,1.594
3343321,372,233,1.859,429,276,1.607
3366180,371,236,1.848,432,273,1.624
3389356,372,236,1.837,432,275,1.624
3412180,371,236,1.832,432,273,1.628
3433729,371,236,1.848,429,273,1.632
3454458,372,233,1.848,429,274,1.619
3474583,371,233,1.832,427,276,1.619
3494795,372,236,1.859,421,277,1.619
3519694,371,235,1.859,415,277,1.598
3541400,371,234,1.854,411,276,1.594
3562855,371,235,1.832,406,275,1.607
3583356,371,237,1.832,396,277,1.611
3605516,369,236,1.832,394,277,1.582
3627528,370,236,1.826,380,278,1.598
3654146,370,236,1.821,377,278,1.598
3676814,367,236,1.805,369,278,1.611
3698174,366,235,1.832,362,277,1.611
3719082,360,242,1.821,354,277,1.586
3740715,358,240,1.815,343,277,1.607
3757478,358,240,1.826,343,277,1.603
3783272,359,241,1.815,332,277,1.607
3807130,356,240,1.826,325,275,1.628
3829661,358,240,1.799,322,277,1.611
3851247,356,241,1.821,315,275,1.624
3873821,353,243,1.81,310,275,1.624
3896120,356,241,1.799,305,273,1.659
3918457,356,241,1.799,305,273,1.641
3939917,356,241,1.805,305,273,1.65
