851041,382,181,3.703,392,207,3.552
885489,382,183,3.681,392,204,3.573
915287,382,181,3.681,392,206,3.552
938910,382,183,3.681,389,204,3.573
961005,381,183,3.703,392,204,3.573
1018607,329,193,3.637,335,212,3.511
1041274,325,195,3.681,332,217,3.532
1090908,298,197,3.615,305,222,3.532
1122753,310,210,3.703,315,221,3.532
1150411,298,197,3.819,308,222,3.552
1174702,307,210,3.659,308,224,3.511
1197774,313,199,3.659,317,222,3.511
1219780,309,198,3.659,317,220,3.552
1244332,304,198,3.748,315,221,3.532
1268970,299,198,3.748,308,222,3.511
1293021,305,199,3.659,311,221,3.511
1319090,293,198,3.659,300,223,3.511
1365265,292,198,3.681,302,222,3.491
1387276,301,197,3.681,300,224,3.491
1401418,301,197,3.703,300,224,3.491
1422749,304,198,3.703,311,222,3.511
1450228,295,198,3.771,311,219,3.511
1471023,301,198,3.771,311,222,3.511
1494523,298,196,3.748,311,218,3.532
1521364,301,199,3.748,309,223,3.511
1552668,301,199,3.637,308,221,3.532
1574180,301,199,3.637,308,222,3.573
1602155,304,197,3.615,311,221,3.511
1629377,305,197,3.703,311,221,3.511
1650169,305,198,3.681,314,221,3.491
1672262,302,197,3.703,314,216,3.552
1694280,302,196,3.748,314,219,3.511
1743197,310,198,3.659,319,221,3.511
1766337,315,200,3.703,322,222,3.511
1791259,318,200,3.681,325,223,3.511
1815496,313,200,3.703,325,221,3.532
1851034,310,198,3.771,323,221,3.552
1873235,313,198,3.659,323,221,3.511
1894997,310,197,3.795,323,221,3.573
1941733,316,198,3.703,331,219,3.532
1966564,322,198,3.681,331,219,3.511
1990624,324,198,3.659,331,222,3.471
2013419,324,198,3.703,331,221,3.511
2036070,321,198,3.681,331,219,3.532
2060920,322,198,3.659,331,219,3.491
2085228,321,198,3.725,331,219,3.552
2108768,318,198,3.748,331,219,3.532
2131622,319,198,3.681,331,219,3.532
2154059,321,198,3.681,331,221,3.532
2177266,319,198,3.681,331,219,3.552
2199672,321,198,3.659,329,222,3.552
2220330,316,199,3.703,331,219,3.532
2241463,322,198,3.681,329,219,3.552
2271974,321,201,3.681,331,221,3.552
2298288,324,201,3.681,331,221,3.532
2319120,318,198,3.725,329,219,3.552
2342171,316,198,3.795,329,219,3.552
2361381,318,198,3.725,334,219,3.511
2385963,321,198,3.637,331,219,3.491
2415331,319,198,3.703,331,219,3.532
2438761,324,201,3.681,332,222,3.511
2458983,318,201,3.637,323,222,3.511
2484224,316,201,3.703,325,221,3.511
2538517,313,200,3.771,326,222,3.471
2566536,321,198,3.703,332,222,3.511
2589341,321,198,3.659,331,222,3.511
2603949,321,198,3.659,331,222,3.511
2625121,319,201,3.659,331,218,3.491
2653198,324,201,3.659,331,222,3.511
2673250,318,200,3.681,325,223,3.573
2687741,318,200,3.681,325,223,3.511
2709359,307,198,3.917,323,221,3.552
2730723,307,198,3.917,323,221,3.552
2752471,313,198,3.748,323,221,3.532
2772778,310,197,3.819,323,221,3.532
2801561,319,200,3.703,328,223,3.511
2824621,312,201,3.725,328,221,3.491
2843980,312,198,3.771,328,221,3.491
2863571,316,198,3.703,326,221,3.511
2890603,318,198,3.659,326,221,3.532
2920461,316,200,3.681,323,221,3.552
2946808,312,201,3.703,322,223,3.532
2997020,306,198,3.843,325,221,3.532
3020589,308,198,3.867,323,221,3.552
3040929,308,198,3.843,323,221,3.552
3062471,313,197,3.725,323,221,3.552
3083076,313,197,3.703,323,223,3.532
3126539,313,201,3.703,325,221,3.491
3147273,308,198,3.795,325,221,3.491
3170715,309,198,3.771,325,221,3.491
3192367,308,198,3.819,325,221,3.491
3217197,312,198,3.703,325,223,3.511
3239787,308,198,3.771,323,221,3.532
3261732,313,198,3.725,323,221,3.552
3282527,313,198,3.681,323,221,3.532
3302831,315,198,3.703,325,221,3.511
3326099,308,198,3.748,325,221,3.511
3348282,311,198,3.748,325,221,3.552
3372757,311,201,3.681,325,223,3.511
3394837,307,198,3.892,323,221,3.511
3417470,313,198,3.703,323,221,3.532
3440870,312,198,3.748,323,221,3.532
3464215,307,198,3.892,323,221,3.532
3486653,313,200,3.681,325,223,3.491
3507581,313,200,3.725,325,223,3.511
3532175,309,198,3.748,325,221,3.491
3553756,309,198,3.725,325,221,3.491
3576253,313,200,3.659,325,223,3.511
3597630,313,200,3.725,323,221,3.532
3619740,310,198,3.771,323,221,3.552
3640486,313,198,3.703,323,221,3.532
3690383,313,201,3.681,325,223,3.532
3718801,311,200,3.703,325,221,3.491
3742059,309,198,3.725,325,221,3.491
3786822,308,198,3.795,323,221,3.532
3840390,309,198,3.748,325,221,3.491
3892423,308,198,3.867,323,221,3.532
3913197,307,198,3.942,323,221,3.532
3962347,311,200,3.748,325,221,3.532
3986216,313,201,3.681,325,223,3.532
4007585,313,200,3.725,325,223,3.532
4030990,311,200,3.703,325,221,3.511
4057721,310,198,3.795,323,221,3.532
4080334,313,198,3.725,323,223,3.552
4101026,308,198,3.892,323,221,3.552
4122310,313,200,3.725,325,223,3.532
4146945,312,200,3.725,325,221,3.532
4166079,312,200,3.681,325,221,3.532
4185790,309,201,3.748,325,221,3.552
4209038,312,201,3.659,325,221,3.532
4228486,316,198,3.659,323,223,3.552
4259391,308,198,3.819,325,221,3.552
4280025,310,201,3.771,323,223,3.532
4319036,321,209,3.681,328,223,3.552
4342178,321,209,3.681,328,223,3.552
4375997,319,201,3.681,328,223,3.532
4396862,313,201,3.703,326,221,3.511
4418497,310,198,3.867,326,221,3.532
4440067,308,198,3.993,326,221,3.552
4466587,315,209,3.748,326,223,3.552
4490083,318,201,3.659,328,223,3.532
4512090,319,208,3.703,328,223,3.552
4560281,315,201,3.681,326,225,3.471
4609808,318,208,3.703,328,225,3.491
4632539,318,208,3.681,328,225,3.471
4654522,313,209,3.725,326,223,3.511
4674001,307,198,3.917,326,223,3.511
4688015,307,198,3.892,326,223,3.511
4708415,315,200,3.681,326,223,3.511
4727451,315,198,3.637,323,223,3.552
4747791,310,198,3.867,323,223,3.552
4767937,315,208,3.703,323,223,3.552
4794530,316,200,3.637,325,223,3.552
4817565,313,208,3.725,328,223,3.532
4836979,322,209,3.703,331,223,3.491
4868037,321,209,3.681,331,224,3.532
4893555,319,207,3.681,329,222,3.532
4921585,319,209,3.703,328,223,3.573
4948274,316,200,3.703,328,225,3.552
4972916,309,208,3.748,317,223,3.552
4996202,310,209,3.703,319,223,3.491
5020057,313,210,3.681,319,223,3.511
5043648,313,210,3.659,319,223,3.552
5063092,309,208,3.703,322,223,3.511
5083459,324,208,3.659,334,224,3.511
5105436,316,208,3.725,328,224,3.532
5124373,315,209,3.725,328,224,3.511
5145660,315,209,3.725,328,224,3.532
5172077,321,209,3.681,328,225,3.532
5192918,302,209,3.771,311,225,3.552
5215067,310,210,3.681,315,223,3.532
5238283,310,211,3.681,315,225,3.511
5277875,309,211,3.703,315,223,3.532
5305620,319,208,3.659,329,222,3.552
5331598,322,209,3.681,331,224,3.491
5354917,318,209,3.703,331,224,3.532
5376354,318,209,3.725,329,224,3.532
5395788,309,210,3.843,319,225,3.532
5416093,312,210,3.659,319,223,3.532
5437231,312,210,3.681,319,223,3.511
5457700,309,208,3.681,317,223,3.532
5500504,329,209,3.725,337,226,3.413
5525235,325,209,3.659,337,224,3.532
5547685,329,209,3.795,339,226,3.511
5569657,329,209,3.771,339,226,3.511
5591342,323,207,3.819,335,226,3.532
5612923,321,209,3.748,331,224,3.511
5633429,316,209,3.725,331,225,3.511
5655515,318,209,3.681,328,227,3.511
5679645,312,209,3.748,322,225,3.471
5698552,313,210,3.725,322,225,3.532
5720847,316,211,3.681,325,225,3.452
5741628,318,210,3.659,322,225,3.511
5761448,313,210,3.681,322,225,3.491
5782425,313,210,3.703,322,225,3.511
5803288,316,209,3.748,323,225,3.511
5822655,315,209,3.725,323,225,3.491
5844900,315,209,3.681,323,225,3.511
5866777,313,210,3.748,323,225,3.491
5888481,315,211,3.771,325,225,3.491
5912486,315,211,3.681,325,225,3.491
5934370,313,210,3.725,325,225,3.471
5955899,316,211,3.681,325,225,3.471
5976737,316,211,3.681,325,225,3.452
6002098,315,209,3.659,323,225,3.491
6026071,312,209,3.703,320,224,3.532
6081977,312,209,3.659,319,225,3.552
6104554,312,211,3.659,319,225,3.532
6124290,312,209,3.725,322,225,3.452
6146364,313,209,3.703,322,225,3.491
6167214,315,210,3.725,320,225,3.491
6192785,312,209,3.681,320,225,3.471
6215287,313,210,3.725,322,224,3.471
6265590,312,210,3.659,319,225,3.491
6285686,312,211,3.681,317,225,3.511
6305696,312,211,3.659,317,225,3.532
6327188,312,211,3.681,317,224,3.532
6348051,309,210,3.703,317,225,3.511
6372644,309,210,3.725,317,225,3.532
6424542,315,211,3.681,323,225,3.511
6478564,313,211,3.748,325,225,3.511
6501369,312,210,3.725,325,225,3.511
6523305,315,210,3.637,325,226,3.511
6550324,313,211,3.748,325,225,3.511
6570497,316,211,3.725,325,225,3.511
6590663,313,210,3.725,323,225,3.532
6612896,315,210,3.703,323,225,3.511
6636242,315,209,3.725,323,225,3.511
6658496,315,210,3.725,323,225,3.532
6689323,313,209,3.725,325,226,3.511
6735818,319,209,3.703,331,225,3.452
6757715,318,210,3.725,328,225,3.532
6776837,315,210,3.771,326,225,3.532
6798021,315,210,3.771,326,225,3.532
6821403,318,211,3.725,328,225,3.511
6843114,319,209,3.703,328,225,3.511
6863333,316,210,3.681,326,225,3.511
6885025,316,210,3.703,328,226,3.552
6906497,322,211,3.703,331,225,3.552
